"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"JO1.percent";"JC1.percent";"JO2.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Riningsholm";"6";"35";6.448096055;10.14414924;0.4720772548947;5.9760188001053;3.696053185;1.8480265925;5.5440797775;0.859801052932671;0.0634685;0.061941991;-0.001526509;-0.0240514428417246;0.002152038;0.002065962;-8.6076e-05;-0.0399974349895309;75.78268817;44.43581348;-31.34687469;-0.41364163039032;120.21850165;103.363994300658;16.8545073493419;62.9507449533333;57.2677566966667;0.859801052932671;0.140198947067329;0.523636080048693;0.476363919951307;-0.999140001;-0.999152311;-1.23100000000154e-05;1.23205956999968e-05
"Riningsholm";"7";"25";11.27519562;15.48393141;0.7401743647348;10.5350212552652;4.20873579;2.104367895;6.313103685;0.559910789822731;0.093796766;0.130959271;0.037162505;0.396202412778283;0.001267562;0.001754081;0.000486519;0.383822645361726;91.56886941;62.63959642;-28.92927299;-0.315929127184798;154.20846583;86.342983900227;67.865481929773;72.7384555666667;81.4700102633333;0.559910789822731;0.440089210177269;0.471689120147618;0.528310879852382;-0.998879375;-0.998857463;2.19120000000128e-05;-2.19365826829819e-05
"Riningsholm";"7";"30";8.498360533;12.24917358;0.58594894400282;7.91241158899718;3.750813047;1.8754065235;5.6262195705;0.662035877232181;0.111740004;0.096374888;-0.015365116;-0.137507745211822;0.002234741;0.001993409;-0.000241332;-0.107991037887612;73.37220676;52.41404786;-20.9581589;-0.285641659498589;125.78625462;83.2750134211022;42.5112411988978;61.1952083253333;64.5910462946667;0.662035877232181;0.337964122767819;0.486501553847866;0.513498446152134;-0.99906904;-0.998982254;8.67860000000054e-05;-8.68668695809104e-05
"Riningsholm";"7";"35";6.232283519;10.04489544;0.46009102664526;5.77219249235474;3.812611921;1.9063059605;5.7189178815;0.917628003293667;0.084429231;0.086315233;0.00188600200000001;0.02233825865357;0.002801683;0.002881775;8.00919999999999e-05;0.0285871028235528;95.49018234;50.73849866;-44.75168368;-0.468652196313316;146.228681;134.183532570297;12.0451484297034;80.866364616;65.362316384;0.917628003293667;0.0823719967063329;0.553013020858747;0.446986979141253;-0.99875144;-0.998795279;-4.38389999999345e-05;4.38938040479165e-05
"Riningsholm";"8";"25";11.71152613;16.47197749;0.7644081612602;10.9471179687398;4.76045136;2.38022568;7.14067704;0.609713624060368;0.130799035;0.122895291;-0.007903744;-0.0604266231780686;0.00172402;0.001645157;-7.8863e-05;-0.0457436688669505;80.6430028;62.31910686;-18.32389594;-0.227222391326926;142.96210966;87.1659459841144;55.7961636758856;64.07733676;78.8847729;0.609713624060368;0.390286375939632;0.448212025636668;0.551787974363332;-0.99919796;-0.999154649;4.33110000001014e-05;-4.3345765037492e-05
"Riningsholm";"8";"35";8.214049139;10.23829226;0.57015828918006;7.64389084981994;2.024243121;1.0121215605;3.0363646815;0.369655042247489;0.094554471;0.081731993;-0.012822478;-0.135609430885611;0.003143686;0.002821904;-0.000321782;-0.102358187172637;120.7624769;68.77775307;-51.98472383;-0.430470831374609;189.54022997;70.0645017171592;119.475728252841;104.456022276;85.084207694;0.369655042247489;0.630344957752511;0.551102118492381;0.448897881507619;-0.998869813;-0.998816652;5.31609999999683e-05;-5.32211498516557e-05
"Skelleftea";"6";"25";5.93718613;8.004751204;0.4437013176602;5.4934848123398;2.067565074;1.033782537;3.101347611;0.522359842371996;0.074264218;0.032336802;-0.041927416;-0.564570894693862;0.001094426;0.000477878;-0.000616548;-0.563352844322046;45.00223075;20.7555586;-24.24667215;-0.538788227736911;65.75778935;34.3492284795969;31.4085608704031;28.0060298866667;37.7517594633333;0.522359842371996;0.477640157628004;0.425896766960988;0.574103233039012;-0.999208232;-0.999231405;-2.31729999999875e-05;2.31913621784368e-05
"Skelleftea";"6";"30";6.37783698;9.485362756;0.4681750658692;5.9096619141308;3.107525776;1.553762888;4.661288664;0.730857291996824;0.075592387;0.079640545;0.004048158;0.0535524562810802;0.001809985;0.001860096;5.0111e-05;0.0276858647999845;55.88336889;38.78209859;-17.1012703;-0.306017168250216;94.66546748;69.1869472080462;25.4785202719538;46.1027463733333;48.5627211066667;0.730857291996824;0.269142708003176;0.487007011115996;0.512992988884004;-0.999014086;-0.998980196;3.38899999999809e-05;-3.39234455999261e-05
"Skelleftea";"6";"35";5.550428226;7.946384049;0.42222078367204;5.12820744232796;2.395955823;1.1979779115;3.5939337345;0.64750566770053;0.100962216;0.091922768;-0.00903944799999999;-0.0895329793474421;0.003054833;0.002882513;-0.00017232;-0.0564089755479267;71.60423639;12.61769606;-58.98654033;-0.823785620849632;84.22193245;54.5341786060662;29.6877538439338;41.3468130306667;42.8751194193333;0.64750566770053;0.35249433229947;0.490926909747802;0.509073090252197;-0.998947139;-0.999180839;-0.000233700000000003;0.000233946312949001
"Skelleftea";"7";"25";3.539143649;4.740938348;0.31051403826546;3.22862961073454;1.201794699;0.6008973495;1.8026920485;0.509358259309242;0.022489686;0.014093577;-0.008396109;-0.373331535175725;0.000337897;0.000211968;-0.000125929;-0.372684575477142;23.35252747;16.6096789;-6.74284857;-0.288741703811814;39.96220637;20.3550798747799;19.6071264952201;17.203754516;22.758451854;0.509358259309242;0.490641740690758;0.430500617426244;0.569499382573756;-0.999086031;-0.999050536;3.54949999999965e-05;-3.55274710071454e-05
"Skelleftea";"7";"30";3.676140972;4.917816823;0.31812286958488;3.35801810241512;1.241675851;0.6208379255;1.8625137765;0.506649171151536;0.04734246;0.022685919;-0.024656541;-0.520812416591787;0.000990076;0.000513625;-0.000476451;-0.481226693708362;39.87664767;17.71883463;-22.15781304;-0.555658871411846;57.5954823;29.1807033693679;28.4147789306321;28.593945608;29.001536692;0.506649171151536;0.493350828848465;0.496461605426994;0.503538394573006;-0.999001289;-0.999033153;-3.18639999999926e-05;3.18958547409768e-05
"Skelleftea";"8";"25";9.375392548;13.17277097;0.63465930211592;8.74073324588408;3.797378422;1.898689211;5.696067633;0.607555108102125;0.113781766;0.105493688;-0.008288078;-0.0728418822397255;0.001501831;0.001412212;-8.9619e-05;-0.059673158963958;55.22952388;40.54601219;-14.68351169;-0.265863448721804;95.77553607;58.1889161705478;37.5866198994522;38.8493105853333;56.9262254846667;0.607555108102125;0.392444891897875;0.40562874591419;0.59437125408581;-0.999265611;-0.999227121;3.84900000000021e-05;-3.85182874065724e-05
"Skelleftea";"8";"30";9.498328781;13.47212777;0.64148718049674;8.85684160050326;3.973798989;1.9868994945;5.9606984835;0.627552343252583;0.144589995;0.130207187;-0.014382808;-0.0994730513684574;0.002857785;0.002557349;-0.000300436;-0.105128972263484;73.87129014;50.11894687;-23.75234327;-0.3215368680442;123.99023701;77.8103637760686;46.1798732339314;57.3312812573333;66.6589557526667;0.627552343252583;0.372447656747417;0.462385447756741;0.537614552243259;-0.999089843;-0.999100207;-1.03639999999849e-05;1.03734414603442e-05
