"sp","treeid","setTleaf","anet.21p","anet.0p","anet.delta","pr.proxy","gsw.21p","gsw.0p","gsw.delta","gsw.percent","E.21p","E.0p","E.delta","E.percent","ETR.21p","ETR.0p","ETR.delta","ETR.percent","Ca.21p","Ci.21p","C.21p","Ca.0p","Ci.0p","C.0p","Ca.delta","Ci.delta","C.delta","Ca.prop","Ci.prop","C.prop","NPQ.21p","NPQ.0p"
"Corylus avellana","2","25","9.318910152","10.00920842","0.690298267999999","0.0740749998380282","0.185126216","0.187577333","0.002451117","0.0132402479398164","0.002409958","0.002446343","3.63850000000003e-05","0.0150977734881688","55.56823107","42.59313313","-12.97509794","-0.233498488077749","416.5539","325.7271615","90.8267385","416.3284516","325.7271615","90.6012901","-0.225448400000005","0","-0.225448400000005","-0.000541222636494352","0","-0.00248218094939085","-0.999193355","-0.998976543"
"Corylus avellana","2","30","6.161667065","8.901236392","2.739569327","0.444614955352184","0.073367781","0.068799811","-0.00456797","-0.0622612533422539","0.00137872","0.001311008","-6.77119999999999e-05","-0.0491122200301729","48.52840077","19.43626648","-29.09213429","-0.599486771218404","417.7705","271.3725265","146.3979735","416.8693667","271.3725265","145.4968402","-0.901133300000026","0","-0.901133300000026","-0.00215700558081537","0","-0.00615536730773139","-0.999027432","-0.999114716"
"Corylus avellana","2","35","8.033623606","13.10046004","5.066836434","0.630703737503432","0.119218113","0.12351801","0.004299897","0.0360674807862459","0.003580359","0.003869875","0.000289516","0.0808622822459983","56.17706008","48.83459519","-7.34246489","-0.130702191954222","416.8446","289.7206211","127.1239789","415.0968065","289.7206211","125.3761854","-1.7477935","0","-1.7477935","-0.00419291385806605","0","-0.0137487318688701","-0.999088664","-0.998984672"
"Corylus avellana","3","25","10.11032029","12.68472799","2.5744077","0.254631666075536","0.29503593","0.281603854","-0.013432076","-0.0455269159929098","0.003719445","0.003518047","-0.000201398","-0.0541473257434914","53.30210108","47.77551196","-5.52658912","-0.103684263997497","416.0962581","350.6507177","65.4455404","415.3326452","350.6507177","64.6819275","-0.763612899999998","0","-0.763612899999998","-0.00183518329024838","0","-0.0116679134335637","-0.999321457","-0.999073278"
"Corylus avellana","3","35","6.43287638","11.56981335","5.13693697","0.79854433173485","0.112307663","0.137230673","0.02492301","0.221917270240055","0.003447937","0.004050001","0.000602064","0.174615719486754","57.08728281","38.66501758","-18.42226523","-0.322703487067578","417.3915161","306.0516906","111.3398255","415.5678","306.0516906","109.5161094","-1.82371610000001","0","-1.82371610000001","-0.00436931760626175","0","-0.0163797283838927","-0.999015592","-0.999070465"
"Corylus avellana","4","25","6.041303982","11.46141976","5.420115778","0.89717646954187","0.115566106","0.17303524","0.057469134","0.497283641278006","0.001530484","0.002250233","0.000719749","0.470275416142867","30.47376854","34.17224436","3.69847582","0.121365882763905","417.7654839","324.6029246","93.1625593","415.870871","324.6029246","91.2679464","-1.89461289999997","0","-1.89461289999997","-0.00453511114013785","0","-0.0203366343114188","-0.999208194","-0.999016781"
"Corylus avellana","4","30","4.91754935","6.167075423","1.249526073","0.25409527877946","0.08207991","0.056199558","-0.025880352","-0.315306778479655","0.001431822","0.000976226","-0.000455596","-0.318193183230876","29.69871841","17.94920941","-11.749509","-0.395623435253818","418.1857333","310.7898113","107.395922","417.8225","310.7898113","107.0326887","-0.36323329999999","0","-0.36323329999999","-0.000868593237587597","0","-0.00338218894382219","-0.999083572","-0.999094864"
"Corylus avellana","4","35","5.43129078","8.267178546","2.835887766","0.522138821298756","0.078242895","0.069718946","-0.008523949","-0.108942147398815","0.002577525","0.002204385","-0.00037314","-0.144766782087468","44.74286032","29.54367604","-15.19918428","-0.339700773962499","417.8372","286.6168069","131.2203931","416.9319355","286.6168069","130.3151286","-0.905264499999987","0","-0.905264499999987","-0.00216654835902592","0","-0.00689880954182256","-0.99913158","-0.999064744"
"Corylus avellana","5","25","11.17966464","12.13309572","0.95343108","0.0852826189963422","0.25557746","0.29897893","0.04340147","0.169817283574224","0.003289791","0.003766426","0.000476635","0.144883064000114","60.16048631","43.68253801","-16.4779483","-0.27389985205723","415.8076","334.9839072","80.8236928","415.465","334.9839072","80.4810928","-0.342600000000004","0","-0.342600000000004","-0.000823938763986047","0","-0.00423885605979147","-0.999232449","-0.998989931"
"Corylus avellana","5","30","8.873839489","15.35082823","6.476988741","0.729896990928094","0.192710744","0.159719153","-0.032991591","-0.171197465772848","0.003145993","0.002776194","-0.000369799","-0.117546033954939","47.14009801","48.43916856","1.29907055","0.0275576548382318","416.6768333","330.7238578","85.9529755","414.5011935","330.7238578","83.7773357","-2.1756398","0","-2.1756398","-0.00522140811805963","0","-0.0253119777104168","-0.999204333","-0.999055137"
"Corylus avellana","5","35","6.180837068","9.978031627","3.797194559","0.61434956418107","0.109004435","0.11118576","0.002181325","0.0200113417403613","0.002999378","0.003042613","4.3235e-05","0.0144146553051999","47.8708383","32.80114414","-15.06969416","-0.314799044578252","417.5285161","308.989757","108.5387591","416.2239355","308.989757","107.2341785","-1.30458060000001","0","-1.30458060000001","-0.00312453054029861","0","-0.0120194906484794","-0.99910345","-0.999139773"
"Corylus avellana","6","25","4.865942927","6.25360645","1.387663523","0.285178750309662","0.119643376","0.143269549","0.023626173","0.19747163436779","0.001595073","0.001879452","0.000284379","0.178285884094333","15.77870766","17.76569681","1.98698915","0.12592851029474","418.1531667","343.5851314","74.5680353","417.6648667","343.5851314","74.0797353","-0.488299999999981","0","-0.488299999999981","-0.00116775392101791","0","-0.00654838226641572","-0.99935698","-0.999053313"
"Corylus avellana","6","30","5.86356877","8.668994545","2.805425775","0.47845022119524","0.148600189","0.131271178","-0.017329011","-0.11661499972924","0.00274043","0.002489038","-0.000251392","-0.0917345088179592","21.6259947","24.46755732","2.84156262","0.13139569575498","417.6772903","341.6129772","76.0643131","416.7517","341.6129772","75.1387228","-0.925590299999953","0","-0.925590299999953","-0.0022160417180813","0","-0.0121685224289491","-0.999298643","-0.999167919"
"Corylus avellana","6","35","4.008487842","6.626132915","2.617645073","0.653025573776955","0.103228854","0.108505211","0.00527635700000001","0.0511131994161246","0.003604631","0.003479851","-0.00012478","-0.0346165807262935","28.84941556","10.71135091","-18.13806465","-0.628715150651045","418.1504667","333.6742592","84.4762075","417.2908667","333.6742592","83.6166075","-0.8596","0","-0.8596","-0.00205571933659162","0","-0.0101756462019202","-0.999264217","-0.999331493"
"Corylus avellana","7","25","4.546156294","6.907196001","2.361039707","0.519348556079361","0.104096292","0.185358997","0.081262705","0.780649372217792","0.001405371","0.0024077","0.001002329","0.713213094620566","14.06328389","24.30494512","10.24166123","0.728255314342517","418.2830323","338.9553044","79.3277279","417.3832258","338.9553044","78.4279214","-0.899806500000011","0","-0.899806500000011","-0.00215119053491669","0","-0.0113429001916493","-0.999306162","-0.998988475"
"Scandosorbus intermedia","1","25","13.7706841","23.02985466","9.25917056","0.672382758384531","0.146289264","0.125728399","-0.020560865","-0.140549377567448","0.002023143","0.001768735","-0.000254408","-0.125748896642501","109.6484952","96.05276001","-13.59573519","-0.12399381464562","415.134129","253.5054189","161.6287101","412.1004286","253.5054189","158.5950097","-3.03370039999999","0","-3.03370039999999","-0.00730775956028416","0","-0.0187695638857913","-0.992552567","-0.991537063"
"Scandosorbus intermedia","2","25","10.94857528","23.98420797","13.03563269","1.19062365254158","0.071792473","0.153186558","0.081394085","1.13374120710398","0.00097822","0.002027579","0.001049359","1.07272290486803","97.78193186","106.3229789","8.54104704","0.0873479064846939","416.080871","162.9259315","253.1549395","411.6824839","162.9259315","248.7565524","-4.39838709999998","0","-4.39838709999998","-0.0105709908975844","0","-0.0173742890764333","-0.999206652","-0.999093895"
"Scandosorbus intermedia","4a","25","8.277922894","19.27103329","10.993110396","1.32800347825999","0.062565522","0.173213893","0.110648371","1.76851990462095","0.000898859","0.002380875","0.001482016","1.6487747244006","124.2547893","88.62454382","-35.63024548","-0.286751486045134","397.0994194","176.6749415","220.4244779","393.2567742","176.6749415","216.5818327","-3.84264519999999","0","-3.84264519999999","-0.00967678372787868","0","-0.0174329332051011","-0.997642661","-0.997394144"
"Scandosorbus intermedia","4a","30","8.29363252","22.4845412","14.19090868","1.71106070178282","0.057498289","0.181243894","0.123745605","2.1521615191019","0.001207557","0.003583625","0.002376068","1.96766529447471","35.97649173","87.62015532","51.64366359","1.43548359238529","397.0554194","154.8362421","242.2191773","392.0127","154.8362421","237.1764579","-5.04271940000001","0","-5.04271940000001","-0.0127002910767978","0","-0.0208188280391786","-0.997340104","-0.997317271"
"Scandosorbus intermedia","4b","25","13.84507681","21.35364042","7.50856361","0.542327335055066","0.151855157","0.147485169","-0.00436998799999999","-0.0287773433996713","0.002015366","0.001916876","-9.84900000000001e-05","-0.0488695353598305","90.96705594","82.19587489","-8.77118105","-0.0964215117150245","415.0982333","258.4085591","156.6896742","412.6259667","258.4085591","154.2174076","-2.47226660000001","0","-2.47226660000001","-0.00595585912362401","0","-0.0157781079871568","-0.999150214","-0.998970696"
"Scandosorbus intermedia","5","25","16.34007806","24.8756202","8.53554214","0.522368504523533","0.137491254","0.144772073","0.00728081899999999","0.0529547792181748","0.001933349","0.001980327","4.6978e-05","0.0242987686134268","141.8680442","104.6106554","-37.2573888","-0.262620021373355","414.2962903","212.847127","201.4491633","411.4177667","212.847127","198.5706397","-2.87852359999999","0","-2.87852359999999","-0.00694798304352568","0","-0.0142890819343502","-0.993258779","-0.992139687"
"Scandosorbus intermedia","5b","25","15.39243189","23.14837621","7.75594432","0.5038803728629","0.171394759","0.169745792","-0.001648967","-0.00962087177939905","0.002202047","0.002140455","-6.15920000000001e-05","-0.0279703385077612","102.0139415","89.55848396","-12.45545754","-0.122095640623787","414.5705484","259.8823441","154.6882043","411.9970645","259.8823441","152.1147204","-2.57348389999999","0","-2.57348389999999","-0.00620758978159961","0","-0.0166365878487348","-0.99910266","-0.998853007"
"Scandosorbus intermedia","6","25","12.37025895","26.9540418","14.58378285","1.17893917249","0.183427793","0.200879844","0.017452051","0.095143983987203","0.002446261","0.004340605","0.001894344","0.774383436599774","131.94839","112.9126809","-19.0357091","-0.144266323370827","415.9598387","297.1357936","118.8240451","410.4098667","297.1357936","113.2740731","-5.54997199999997","0","-5.54997199999997","-0.0133425669587365","0","-0.0467074824403531","-0.991972866","-0.991430438"
"Scandosorbus intermedia","6","30","10.64853411","16.35098644","5.70245233","0.535515242858155","0.170973452","0.157026603","-0.013946849","-0.0815731848240393","0.00286755","0.002678639","-0.000188911","-0.0658788861571725","76.29815567","70.98484529","-5.31331038","-0.0696387787272447","416.0850645","303.8477467","112.2373178","414.2216129","303.8477467","110.3738662","-1.86345159999996","0","-1.86345159999996","-0.00447853518183651","0","-0.0166027809335262","-0.999127614","-0.999033766"
"Scandosorbus intermedia","6","35","10.64081461","23.83044663","13.18963202","1.2395321696146","0.09032604","0.176416532","0.086090492","0.953108228811979","0.00243084","0.004424502","0.001993662","0.820153527175791","154.1526741","98.57224305","-55.58043105","-0.360554439775366","416.1163871","211.2654977","204.8508894","411.4662258","211.2654977","200.2007281","-4.65016129999998","0","-4.65016129999998","-0.0111751458105457","0","-0.0227002250935796","-0.992309748","-0.991364085"
"Scandosorbus intermedia","6a","25","16.51387552","22.9332062","6.41933068","0.388723450908028","0.140433959","0.17794562","0.037511661","0.267112465297656","0.001916523","0.004017593","0.00210107","1.09629260906339","142.2885573","99.35353256","-42.93502474","-0.301746152710482","394.2341935","195.3783542","198.8558393","391.8230323","195.3783542","196.4446781","-2.41116119999998","0","-2.41116119999998","-0.00611606309080844","0","-0.0121251717248415","-0.992356339","-0.991214003"
"Scandosorbus intermedia","6a","30","7.451540319","9.801529475","2.349989156","0.315369582045739","0.084942819","0.084789567","-0.000153252000000006","-0.00180417840853629","0.001489454","0.001484327","-5.12700000000017e-06","-0.00344220096760301","80.07550283","46.43371427","-33.64178856","-0.42012584836865","417.2965333","265.3642916","151.9322417","416.5272","265.3642916","151.1629084","-0.769333300000028","0","-0.769333300000028","-0.00184361296729715","0","-0.00506366055941652","-0.999269826","-0.999260648"
"Scandosorbus intermedia","6a","35","6.030200706","18.55208675","12.521886044","2.07652890086077","0.050131971","0.161239249","0.111107278","2.21629582447496","0.001366517","0.004109314","0.002742797","2.00714444094","117.1529434","80.90422883","-36.24871457","-0.309413605138665","397.8027419","190.89322","206.9095219","393.2778065","190.89322","202.3845865","-4.5249354","0","-4.5249354","-0.011374822049712","0","-0.0218691501408375","-0.991330038","-0.990837178"
"Scandosorbus intermedia","6b","25","9.118387661","19.16520608","10.046818419","1.10181961905074","0.093930213","0.120197691","0.026267478","0.279648870805818","0.001280803","0.001567253","0.00028645","0.223648757849568","79.29261859","84.1533203","4.86070171","0.0613008095385692","416.7700323","251.7493055","165.0207268","413.4179","251.7493055","161.6685945","-3.35213230000005","0","-3.35213230000005","-0.00804312220219114","0","-0.0203134016253772","-0.999101149","-0.998929954"
"Scandosorbus intermedia","6b","30","9.097805106","14.87299212","5.775187014","0.634789044908345","0.166844708","0.128441232","-0.038403476","-0.230174972046461","0.002829513","0.002271602","-0.000557911","-0.197175627042533","59.08720408","58.31611884","-0.771085239999998","-0.0130499530652356","416.6420968","316.9040993","99.7379975","414.7232581","316.9040993","97.8191588","-1.91883869999998","0","-1.91883869999998","-0.00460548445473353","0","-0.0192387931189413","-0.999280896","-0.999190051"
"Scandosorbus intermedia","6b","35","7.876153432","19.16098646","11.284833028","1.43278481373292","0.085560206","0.164884972","0.079324766","0.927122195100839","0.002332325","0.004211726","0.001879401","0.805805794646972","137.4424366","83.68435522","-53.75808138","-0.391131609056471","397.0700645","233.8672446","163.2028199","393.0720968","233.8672446","159.2048522","-3.9979677","0","-3.9979677","-0.0100686706388565","0","-0.0244969278254487","-0.992669121","-0.992115958"
"Scandosorbus intermedia","6c","30","6.967468608","8.794519205","1.827050597","0.262225881420146","0.105991958","0.111919697","0.005927739","0.0559263090507301","0.001915823","0.002043018","0.000127195","0.0663918326484232","49.6909867","29.2499506","-20.4410361","-0.41136305510311","417.4438333","299.9734176","117.4704157","416.7683226","299.9734176","116.794905","-0.675510700000018","0","-0.675510700000018","-0.0016182073996876","0","-0.00575047509600341","-0.999340398","-0.999343067"
"Scandosorbus intermedia","6c","35","9.243788481","12.99069463","3.746906149","0.405343129248524","0.127450997","0.097167992","-0.030283005","-0.237605085192076","0.003447346","0.002709763","-0.000737583","-0.213956765581407","77.25233699","53.20219236","-24.05014463","-0.311319314949827","416.4268387","282.6345182","133.7923205","415.2858387","282.6345182","132.6513205","-1.14100000000002","0","-1.14100000000002","-0.00273997709552533","0","-0.00852814268962485","-0.999026198","-0.999058666"
"Scandosorbus intermedia","6d","25","16.34007806","24.8756202","8.53554214","0.522368504523533","0.137491254","0.144772073","0.00728081899999999","0.0529547792181748","0.001933349","0.001980327","4.6978e-05","0.0242987686134268","141.8680442","104.6106554","-37.2573888","-0.262620021373355","414.2962903","212.847127","201.4491633","411.4177667","212.847127","198.5706397","-2.87852359999999","0","-2.87852359999999","-0.00694798304352568","0","-0.0142890819343502","-0.993258779","-0.992139687"
"Scandosorbus intermedia","6d","30","12.05675448","20.22086021","8.16410573","0.677139585411878","0.233442768","0.235512369","0.002069601","0.00886556057285957","0.003807043","0.003820818","1.37750000000002e-05","0.00361829377813704","68.50981982","79.13027065","10.62045083","0.155020854789923","415.4652333","319.8660551","95.5991782","412.7671333","319.8660551","92.9010782","-2.69810000000001","0","-2.69810000000001","-0.00649416553719613","0","-0.0282230459591964","-0.99930323","-0.999222262"
"Scandosorbus intermedia","6d","35","13.79706124","22.03395621","8.23689497","0.597003581177117","0.222168057","0.202385364","-0.019782693","-0.0890438223529136","0.00603379","0.005557487","-0.000476303","-0.0789392736571873","106.1342283","88.56926381","-17.56496449","-0.165497641725445","414.5614333","295.7743018","118.7871315","411.9032258","295.7743018","116.128924","-2.6582075","0","-2.6582075","-0.00641209549774104","0","-0.0223779079975511","-0.999141441","-0.999069013"
"Scandosorbus intermedia","6e","25","13.7706841","23.02985466","9.25917056","0.672382758384531","0.146289264","0.125728399","-0.020560865","-0.140549377567448","0.002023143","0.001768735","-0.000254408","-0.125748896642501","109.6484952","96.05276001","-13.59573519","-0.12399381464562","415.134129","253.5054189","161.6287101","412.1004286","253.5054189","158.5950097","-3.03370039999999","0","-3.03370039999999","-0.00730775956028416","0","-0.0187695638857913","-0.992552567","-0.991537063"
"Scandosorbus intermedia","6e","35","7.277198738","10.23253768","2.955338942","0.406109417703249","0.088728485","0.07501455","-0.013713935","-0.154560680259558","0.002532099","0.002191841","-0.000340258","-0.134377842256563","70.35506696","42.65477842","-27.70028854","-0.393721301633454","417.2260968","268.3049428","148.921154","416.2747333","268.3049428","147.9697905","-0.951363500000014","0","-0.951363500000014","-0.00228021091512896","0","-0.00638837045272973","-0.999233129","-0.999243109"
"Scandosorbus intermedia","6f","35","6.867866678","9.763101508","2.89523483","0.421562468484482","0.081141014","0.074988292","-0.006152722","-0.0758275217019102","0.002364224","0.002065915","-0.000298309","-0.126176284480658","62.24550879","48.28743056","-13.95807823","-0.224242334930395","417.3752333","264.1387506","153.2364827","416.4542667","264.1387506","152.3155161","-0.920966599999986","0","-0.920966599999986","-0.00220656743985098","0","-0.00601010010000697","-0.999190896","-0.99914194"
"Scandosorbus intermedia","6g","35","12.81417979","20.21982313","7.40564334","0.577925662146496","0.197189321","0.196188251","-0.00100106999999999","-0.00507669479728059","0.005027805","0.005298843","0.000271038","0.0539078186206506","108.3007572","80.74863291","-27.55212429","-0.254403801065945","415.0065806","292.9372516","122.069329","412.5237097","292.9372516","119.5864581","-2.48287090000002","0","-2.48287090000002","-0.00598272657848072","0","-0.0203398422874924","-0.999196753","-0.999201134"
"Scandosorbus intermedia","7","25","7.471190424","19.45787935","11.986688926","1.60438808887733","0.066890613","0.15806155","0.091170937","1.36298552085328","0.00092097","0.002051397","0.001130427","1.2274308609401","52.81026005","67.97456174","15.16430169","0.287146885390124","417.3952258","229.6013857","187.7938401","413.2519333","229.6013857","183.6505476","-4.14329249999997","0","-4.14329249999997","-0.00992654501991185","0","-0.0220629840563124","-0.999272814","-0.999164544"
"Scandosorbus intermedia","8","25","11.29919068","19.83886603","8.53967535","0.75577761202982","0.108668185","0.170252148","0.061583963","0.56671566751575","0.001408607","0.002141032","0.000732425","0.519964049589417","79.10730872","74.01162268","-5.09568604","-0.0644148577729545","416.0403548","239.9056656","176.1346892","413.1068","239.9056656","173.2011344","-2.93355479999997","0","-2.93355479999997","-0.00705113041596696","0","-0.0166551791320842","-0.999339572","-0.999224201"
"Scandosorbus intermedia","9","25","8.680383749","18.82076647","10.140382721","1.16819521051338","0.086130229","0.129365586","0.043235357","0.501976570850636","0.001088681","0.001605711","0.00051703","0.474914139219845","57.39950346","83.83695662","26.43745316","0.460586791981981","416.9484333","246.7047588","170.2436745","413.5143548","246.7047588","166.809596","-3.4340785","0","-3.4340785","-0.00823621874009809","0","-0.020171548282694","-0.999065923","-0.998908244"
"Tilia cordata","1","25","8.44874745","9.09388351","0.645136059999999","0.0763587814428041","0.071682187","0.078481976","0.006799789","0.0948602335472828","0.000947652","0.001055341","0.000107689","0.113637706668693","54.63390518","38.96781233","-15.66609285","-0.286746715219891","416.8115667","219.3084166","197.5031501","416.8165333","219.3084166","197.5081167","0.00496659999998883","0","0.00496659999998883","1.19156961965106e-05","0","2.51469406815746e-05","-0.999196015","-0.999114758"
"Tilia cordata","10","25","4.49278627","7.718366837","3.225580567","0.717946586628969","0.054509622","0.054036547","-0.000473075000000003","-0.00867874299330132","0.000734815","0.00071025","-2.45649999999999e-05","-0.0334301831073126","24.59692079","26.64973199","2.0528112","0.0834580562959971","418.4003871","277.8300718","140.5703153","417.3533226","277.8300718","139.5232508","-1.04706449999998","0","-1.04706449999998","-0.00250254190073137","0","-0.00744868856390746","-0.999267243","-0.999299033"
"Tilia cordata","11","25","11.65369744","15.34772346","3.69402602","0.316983175427283","0.179027463","0.174063743","-0.00496372","-0.0277260254757674","0.002241911","0.002181112","-6.07990000000003e-05","-0.0271192745831571","68.62065582","56.36657233","-12.25408349","-0.17857718413744","415.811129","301.3672227","114.4439063","414.5854","301.3672227","113.2181773","-1.225729","0","-1.225729","-0.00294780229415168","0","-0.0107103037604022","-0.999224989","-0.999096395"
"Tilia cordata","12","25","7.567063234","12.70038674","5.133323506","0.678377244547815","0.085862105","0.116596383","0.030734278","0.357949272266269","0.001137092","0.001543384","0.000406292","0.35730793990284","43.16766809","49.26569469","6.0980266","0.141263748305474","417.3078065","267.0615723","150.2462342","415.5540667","267.0615723","148.4924944","-1.75373980000001","0","-1.75373980000001","-0.0042025089698388","0","-0.011672437644364","-0.999332943","-0.999073452"
"Tilia cordata","13","25","8.847325561","13.30850029","4.461174729","0.50423991953742","0.10796229","0.130607054","0.022644764","0.209746977393681","0.00140864","0.001697392","0.000288752","0.204986369831895","57.9849187","52.6801411","-5.3047776","-0.0914854710316254","416.8427333","276.1611562","140.6815771","415.3290333","276.1611562","139.1678771","-1.51370000000003","0","-1.51370000000003","-0.00363134553891965","0","-0.0107597599572263","-0.999142066","-0.998994248"
"Tilia cordata","13","30","10.09475559","14.08393627","3.98918068","0.395173577451616","0.13953473","0.123428504","-0.016106226","-0.115428080163268","0.003212477","0.002733493","-0.000478984","-0.149101145315593","47.82629415","51.30993762","3.48364347","0.0728395024518118","416.2108387","284.7368241","131.4740146","414.9217097","284.7368241","130.1848856","-1.289129","0","-1.289129","-0.00309729800412332","0","-0.00980519993948677","-0.999348726","-0.999174544"
"Tilia cordata","13","35","9.58435471","14.57739551","4.9930408","0.520957430215978","0.151269715","0.157637597","0.00636788199999999","0.0420962120540783","0.004846464","0.00500965","0.000163186","0.033671146633917","75.51270229","56.46320541","-19.04949688","-0.252268774686967","416.1159333","293.7146076","122.4013257","414.3979032","293.7146076","120.6832956","-1.71803010000002","0","-1.71803010000002","-0.0041287294297414","0","-0.0140360416047358","-0.999144615","-0.999140202"
"Tilia cordata","14","25","8.663941791","13.5296494","4.865707609","0.561604374356998","0.084763709","0.109260878","0.024497169","0.289005392626224","0.001113708","0.001427931","0.000314223","0.282141279401782","66.46454539","62.58643483","-3.87811056","-0.0583485606836556","416.9473548","244.2021872","172.7451676","415.3376","244.2021872","171.1354128","-1.60975480000002","0","-1.60975480000002","-0.00386081067901769","0","-0.00931866762100973","-0.999188687","-0.999080043"
"Tilia cordata","15","25","9.190578496","13.93437006","4.743791564","0.516158103221101","0.115335123","0.118242287","0.002907164","0.0252062331437406","0.001511673","0.001552661","4.0988e-05","0.0271143296202287","56.44151559","52.19721649","-4.2442991","-0.0751981773634722","416.7233226","279.500909","137.2224136","415.1713871","279.500909","135.6704781","-1.55193550000001","0","-1.55193550000001","-0.00372413881305527","0","-0.0113096356439544","-0.999298692","-0.999166959"
"Tilia cordata","17","25","10.48080031","14.47223229","3.99143198","0.380832747685468","0.127468854","0.135072163","0.007603309","0.059648367121901","0.001699378","0.001800634","0.000101256","0.0595841537315417","72.24649797","50.32095959","-21.92553838","-0.303482369333728","416.3144","274.6155249","141.6988751","414.9381613","274.6155249","140.3226364","-1.37623869999999","0","-1.37623869999999","-0.00330576770825123","0","-0.0097124179640011","-0.999144884","-0.999041185"
"Tilia cordata","17","30","9.732323237","13.39026945","3.657946213","0.375855396899823","0.099628687","0.089653895","-0.009974792","-0.100119677377661","0.001776703","0.001522525","-0.000254178","-0.143061614687429","70.89170452","49.65210199","-21.23960253","-0.299606317464237","416.4882903","248.1225034","168.3657869","415.3510333","248.1225034","167.2285299","-1.13725700000003","0","-1.13725700000003","-0.00273058577272571","0","-0.00675467992006892","-0.999090402","-0.999095147"
"Tilia cordata","17","35","9.1981553","12.98181944","3.78366414","0.411350321515011","0.116358084","0.102282015","-0.014076069","-0.120971990222871","0.003607268","0.003094922","-0.000512346","-0.142031587339782","80.7212665","57.64612143","-23.07514507","-0.285862029555743","416.4256452","270.2975652","146.12808","415.2420968","270.2975652","144.9445316","-1.18354840000001","0","-1.18354840000001","-0.00284216021189467","0","-0.00809939061677952","-0.999174434","-0.99904489"
"Tilia cordata","18","25","8.792779354","9.574101469","0.781322115","0.088859515693927","0.144271045","0.094769184","-0.049501861","-0.343117089087419","0.001967485","0.001292632","-0.000674853","-0.343002869145127","54.16073722","37.34678789","-16.81394933","-0.310445355677158","416.8169333","309.0018796","107.8150537","416.6120667","309.0018796","107.6101871","-0.204866600000003","0","-0.204866600000003","-0.000491502584547235","0","-0.0019001669337387","-0.99935687","-0.999193778"
"Tilia cordata","2","25","6.715149976","10.5259284","3.810778424","0.567489696822819","0.03661251","0.095884084","0.059271574","1.61888857114686","0.000482374","0.001259873","0.000777499","1.61181780112527","47.84624352","40.10001318","-7.74623034","-0.161898401423343","417.7049667","116.8976829","300.8072838","416.3491613","116.8976829","299.4514784","-1.35580540000001","0","-1.35580540000001","-0.0032458445747277","0","-0.00450722264059754","-0.999232595","-0.999081818"
"Tilia cordata","20","30","12.2993424","18.63748037","6.33813797","0.515323320863073","0.195928761","0.195383863","-0.000544898000000016","-0.00278110266822958","0.004164443","0.004362759","0.000198316","0.0476212545111074","78.94309467","61.85932361","-17.08377106","-0.216406148396057","415.3451935","299.3021676","116.0430259","413.1642258","299.3021676","113.8620582","-2.1809677","0","-2.1809677","-0.00525097613775563","0","-0.0187944745760029","-0.999029946","-0.999051001"
"Tilia cordata","20","35","13.47047107","18.16183013","4.69135906","0.348269858984226","0.190899616","0.167058714","-0.023840902","-0.124887113445006","0.006036247","0.005222488","-0.000813759","-0.134812077769515","94.57770509","72.07724545","-22.50045964","-0.237904478847193","414.6534333","280.2766554","134.3767779","413.2470667","280.2766554","132.9704113","-1.40636660000001","0","-1.40636660000001","-0.00339166756394011","0","-0.0104658455276149","-0.999206999","-0.998924358"
"Tilia cordata","21","30","12.86286461","16.91685247","4.05398786","0.315169908330396","0.143290961","0.127617847","-0.015673114","-0.109379641888228","0.002683364","0.002469363","-0.000214001","-0.0797510140256783","118.1225526","79.57626458","-38.54628802","-0.326324543210049","415.3155714","258.1505229","157.1650485","413.9851667","258.1505229","155.8346438","-1.33040470000003","0","-1.33040470000003","-0.00320335858228318","0","-0.00846501631690732","-0.999173564","-0.999095579"
"Tilia cordata","21","35","7.411406265","11.72809672","4.316690455","0.582438784308095","0.116287583","0.116876532","0.000588949000000005","0.00506459060207662","0.003996376","0.003836145","-0.000160231","-0.0400940752321604","80.91498337","40.02885974","-40.88612363","-0.505297312403069","416.9452333","293.2343034","123.7109299","415.5543871","293.2343034","122.3200837","-1.3908462","0","-1.3908462","-0.00333580069735264","0","-0.0112427107380429","-0.999174126","-0.999240438"
"Tilia cordata","3","25","8.947455531","11.72933204","2.781876509","0.310912582841201","0.082504035","0.121268654","0.038764619","0.469851189702419","0.00111217","0.00158471","0.00047254","0.424881088322828","45.54020032","49.78865551","4.24845519","0.0932902174374977","416.8372581","233.9709177","182.8663404","415.8834333","233.9709177","181.9125156","-0.953824800000007","0","-0.953824800000007","-0.0022882426689679","0","-0.00521596701674906","-0.999309761","-0.999000574"
"Tilia cordata","4","25","8.582764926","10.80446418","2.221699254","0.258855890048875","0.095262061","0.097235096","0.001973035","0.0207116556086268","0.001257804","0.001280664","2.286e-05","0.0181745327570909","52.38910826","42.13497779","-10.25413047","-0.195730196801788","416.9826774","263.3861524","153.596525","416.2608333","263.3861524","152.8746809","-0.721844099999998","0","-0.721844099999998","-0.00173111291936848","0","-0.00469961218198132","-0.999240024","-0.99911179"
