sp;treeid;setTleaf;anet.21p;anet.0p;Rd;corranet;anet.delta;pr.CO2;pr.real;pr.percent;gsw.21p;gsw.0p;gsw.delta;gsw.percent;E.21p;E.0p;E.delta;E.percent;ETR.21p;ETR.0p;ETR.delta;ETR.percent;JT;JO1;JC1;JO2;JC2;JO1.percent;JC1.percent;JO2.percent;JC2.percent;NPQ.21p;NPQ.0p;NPQ.delta;NPQ.percent;cat
Betula pubescens;1;25;13.56321493;18.78184082;0.867250957;12.69596397;5.21862589;2.609312945;7.827938835;0.57714479;0.131524748;0.118428409;-0.013096339;-0.099573192;0.001754218;0.001577357;-0.000176861;-0.100820423;91.21270169;72.46972394;-18.74297775;-0.205486488;163.6824256;94.4684592;69.21396643;72.95304394;90.72938169;0.57714479;0.42285521;0.445698698;0.554301302;-0.999018782;-0.998946749;7.20E-05;-7.21E-05;3
Betula pubescens;1;30;11.329749;16.1396095;0.743204259;10.58654474;4.8098605;2.40493025;7.21479075;0.636800581;0.112922033;0.132016254;0.019094221;0.169092076;0.001914844;0.002203806;0.000288962;0.150906288;96.42197389;56.31258494;-40.10938895;-0.415977679;152.7345588;97.26145586;55.47310297;71.61037522;81.12418361;0.636800581;0.363199419;0.468855089;0.531144911;-0.998996895;-0.998960464;3.64E-05;-3.65E-05;3
Betula pubescens;1;35;13.5781691;17.35766972;0.868081512;12.71008759;3.77950062;1.88975031;5.66925093;0.417526906;0.140350141;0.120955138;-0.019395003;-0.138190121;0.003870262;0.0033674;-0.000502862;-0.129929705;134.9371024;73.80175358;-61.13534882;-0.453065523;208.738856;87.15408865;121.5847673;102.9507864;105.7880696;0.417526906;0.582473094;0.493203749;0.506796251;-0.999009633;-0.998811896;0.000197737;-0.000197933;3
Betula pubescens;10;25;14.60956692;21.14591135;0.925365347;13.68420157;6.53634443;3.268172215;9.804516645;0.671102484;0.146120981;0.120350623;-0.025770358;-0.17636316;0.002380599;0.001985697;-0.000394902;-0.16588346;111.7944885;84.34033447;-27.45415403;-0.24557699;196.134823;131.6265668;64.50825615;91.79770353;104.3371194;0.671102484;0.328897516;0.468033683;0.531966317;-0.99915089;-0.998925467;0.000225423;-0.000225615;3
Betula pubescens;10;30;13.80975743;19.46538606;0.880943928;12.9288135;5.65562863;2.827814315;8.483442945;0.61430789;0.149662746;0.141103971;-0.008558775;-0.057187077;0.003174403;0.002978932;-0.000195471;-0.061577248;116.5927346;68.85964749;-47.73308711;-0.409400185;185.4523821;113.9248615;71.5275206;86.80890158;98.64348051;0.61430789;0.38569211;0.468092675;0.531907325;-0.9989889;-0.998954892;3.40E-05;-3.40E-05;3
Betula pubescens;10;35;14.78266908;20.62325573;0.934979441;13.84768964;5.84058665;2.920293325;8.760879975;0.592645342;0.160945634;0.140252818;-0.020692816;-0.128570223;0.004466981;0.003857891;-0.00060909;-0.136353837;138.1710962;95.57944608;-42.59165012;-0.308252965;233.7505423;138.5311701;95.21937217;116.413244;117.3372983;0.592645342;0.407354658;0.498023418;0.501976582;-0.999029673;-0.9988684;0.000161273;-0.00016143;3
Betula pubescens;2;25;14.78396321;20.32322171;0.935051317;13.84891189;5.5392585;2.76962925;8.30888775;0.562020321;0.134705172;0.141235195;0.006530023;0.048476409;0.002237659;0.002363098;0.000125439;0.056058139;117.0176806;70.42717465;-46.59050595;-0.398149286;187.4448553;105.3478177;82.09703752;85.53933494;101.9055203;0.562020321;0.437979679;0.456344;0.543656;-0.998984713;-0.998945888;3.88E-05;-3.89E-05;3
Betula pubescens;2;30;12.59625042;18.42993866;0.813545748;11.78270467;5.83368824;2.91684412;8.75053236;0.694693426;0.133515953;0.119394847;-0.014121106;-0.105763436;0.002876269;0.002594305;-0.000281964;-0.098031165;95.78141732;70.10444973;-25.67696759;-0.268078802;165.8858671;115.2398213;50.64604573;77.00057691;88.88529014;0.694693426;0.305306574;0.464178042;0.535821958;-0.999170385;-0.999076448;9.39E-05;-9.40E-05;3
Betula pubescens;2;35;11.13728932;16.25146127;0.732515049;10.40477427;5.11417195;2.557085975;7.671257925;0.688790396;0.108695126;0.109504218;0.000809092;0.007443682;0.003187598;0.003097071;-9.05E-05;-0.028399754;130.692258;68.88360639;-61.80865161;-0.47293277;199.5758644;137.4659387;62.10992565;103.3511381;96.22472632;0.688790396;0.311209604;0.517853892;0.482146108;-0.998958066;-0.998889645;6.84E-05;-6.85E-05;3
Betula pubescens;3;25;6.69864798;9.836865452;0.485992909;6.212655071;3.138217472;1.569108736;4.707326208;0.702727807;0.048270861;0.044179365;-0.004091496;-0.084761198;0.000818552;0.000753719;-6.48E-05;-0.079204498;55.51160242;40.70587623;-14.80572619;-0.266714084;96.21747865;67.61469781;28.60278084;46.28192449;49.93555416;0.702727807;0.297272193;0.48101369;0.51898631;-0.99910143;-0.998991769;0.000109661;-0.00010976;3
Betula pubescens;3;30;4.409552979;6.089699194;0.358856572;4.050696407;1.680146215;0.840073108;2.520219323;0.571536238;0.05028481;0.069063769;0.018778959;0.373451923;0.001122925;0.001537247;0.000414322;0.368966761;61.37523936;25.50386791;-35.87137145;-0.584459985;86.87910727;49.65455816;37.22454911;46.1605969;40.71851037;0.571536238;0.428463762;0.531319881;0.468680119;-0.998907021;-0.998963765;-5.67E-05;5.68E-05;3
Betula pubescens;3;35;3.969371734;5.567962451;0.334408906;3.634962828;1.598590717;0.799295359;2.397886076;0.604097131;0.047011748;0.032523185;-0.014488563;-0.308190263;0.001368982;0.000948499;-0.000420483;-0.307150131;80.94623074;33.18910532;-47.75712542;-0.589985784;114.1353361;68.94882903;45.18650703;65.50523275;48.63010331;0.604097131;0.395902869;0.573925964;0.426074036;-0.998887088;-0.99884518;4.19E-05;-4.20E-05;3
Betula pubescens;8;25;9.648900505;13.47243;0.649849934;8.999050571;3.823529495;1.911764748;5.735294243;0.594398734;0.095606044;0.094713143;-0.000892901;-0.009339378;0.001584805;0.001570499;-1.43E-05;-0.009026978;59.01314546;45.870062;-13.14308346;-0.222714505;104.8832075;62.34244571;42.54076175;44.19173696;60.6914705;0.594398734;0.405601266;0.421342349;0.578657651;-0.999108343;-0.999080431;2.79E-05;-2.79E-05;3
Betula pubescens;8;30;8.614063712;12.16927888;0.592375099;8.021688613;3.555215168;1.777607584;5.332822752;0.619083272;0.090678191;0.085929884;-0.004748307;-0.052364377;0.001988676;0.001863762;-0.000124914;-0.062812645;71.56157562;46.37676506;-25.18481056;-0.35193203;117.9383407;73.0136539;44.92468678;55.65472389;62.28361679;0.619083272;0.380916728;0.471896786;0.528103214;-0.999084492;-0.999082852;1.64E-06;-1.64E-06;3
Betula pubescens;8;35;9.73929632;14.0426131;0.654870518;9.084425802;4.30331678;2.15165839;6.45497517;0.66277634;0.103955353;0.098505804;-0.005449549;-0.052422014;0.002912421;0.002818985;-9.34E-05;-0.0320819;92.24177794;61.33770006;-30.90407788;-0.335033415;153.579478;101.7888443;51.79063366;76.41486181;77.16461619;0.66277634;0.33722366;0.497559067;0.502440933;-0.999063966;-0.998976432;8.75E-05;-8.76E-05;3
