"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"Rp.ETR";"JO1.percent";"JC1.percent";"Rp.ETR.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Tilia cordata";"21";"30";12.86286461;16.91685247;4.05398786;2.6440514221706;6.6980392821706;0.520726874242564;0.143290961;0.127617847;-0.015673114;-0.109379641888228;0.002683364;0.002469363;-0.000214001;-0.0797510140256783;118.1225526;79.57626458;-38.54628802;-0.326324543210049;197.69881718;102.947087111593;94.7517300684065;97.49823916;12.187279895;100.20057802;0.520726874242564;0.479273125757436;0.0616456894828246;0.506834484137403;-0.999173564;-0.999095579;7.79850000000026e-05;-7.8049502918997e-05
"Tilia cordata";"21";"35";7.411406265;11.72809672;4.316690455;3.00456764084592;7.32125809584592;0.98783656354398;0.116287583;0.116876532;0.000588949000000005;0.00506459060207662;0.003996376;0.003836145;-0.000160231;-0.0400940752321604;80.91498337;40.02885974;-40.88612363;-0.505297312403069;120.94384311;119.472750359585;1.47109275041532;60.8654787;7.6081848375;60.07836441;0.98783656354398;0.0121634364560199;0.0629067560767046;0.496745951386363;-0.999174126;-0.999240438;-6.63119999999573e-05;6.6366810623314e-05
"Tilia cordata";"3";"25";8.947455531;11.72933204;2.781876509;1.69245193992796;4.47432844892796;0.500067134553045;0.082504035;0.121268654;0.038764619;0.469851189702419;0.00111217;0.00158471;0.00047254;0.424881088322828;45.54020032;49.78865551;4.24845519;0.0932902174374977;95.32885583;47.6708277751285;47.6580280548715;39.6926891373333;4.96158614216667;55.6361666926667;0.500067134553045;0.499932865446955;0.0520470543674065;0.583623565060748;-0.999309761;-0.999000574;0.000309187000000044;-0.000309400560333408
"Tilia cordata";"4";"25";8.582764926;10.80446418;2.221699254;1.35164850064479;3.57334775464479;0.416339930716261;0.095262061;0.097235096;0.001973035;0.0207116556086268;0.001257804;0.001280664;2.286e-05;0.0181745327570909;52.38910826;42.13497779;-10.25413047;-0.195730196801788;94.52408605;39.3541514370748;55.1699346129251;40.1286842306667;5.01608552883333;54.3954018193333;0.416339930716261;0.583660069283739;0.0530667445563028;0.575466043549578;-0.999240024;-0.99911179;0.000128233999999949;-0.000128331528881943
"Tilia cordata";"4";"30";9.69364495;13.28421461;3.59056966;2.3418054379486;5.9323750979486;0.611986010272493;0.096016205;0.092745498;-0.003270707;-0.0340641144898405;0.001974621;0.001894721;-7.99000000000002e-05;-0.0404634610894952;65.69774845;42.47268872;-23.22505973;-0.353513785144033;108.17043717;66.1987942730997;41.9716428969003;46.2639049133333;5.78298811416667;61.9065322566667;0.611986010272493;0.388013989727507;0.0534618169757247;0.572305464194202;-0.999268074;-0.999292819;-2.47450000000482e-05;2.47631247749122e-05
"Tilia cordata";"4";"35";11.4333886;16.58199904;5.14861044;3.5836130676054;8.7322235076054;0.763747635377791;0.184672463;0.167093602;-0.017578861;-0.0951894002734994;0.005825437;0.005292456;-0.000532981;-0.0914920202553045;94.56904806;66.73487525;-27.83417281;-0.294326456499175;161.30392331;123.195490005173;38.1084333048269;77.0469126066667;9.63086407583333;84.2570107033333;0.763747635377791;0.236252364622209;0.0597063225630561;0.522349419495551;-0.99916707;-0.999104253;6.28169999999928e-05;-6.28693657808326e-05
"Tilia cordata";"5";"25";9.029613835;12.34680096;3.317187125;2.01812688904312;5.33531401404313;0.590868459220563;0.106446682;0.076809482;-0.0296372;-0.278422957326185;0.001396831;0.001029462;-0.000367369;-0.263001751822518;76.66547071;49.95817191;-26.7072988;-0.348361505546934;126.62364262;74.8179166157746;51.8057260042254;60.33679152;7.54209894;66.2868511;0.590868459220563;0.409131540779437;0.059563117787047;0.523495057703624;-0.999170155;-0.998993092;0.000177062999999977;-0.000177210056879629
"Tilia cordata";"6";"25";8.500352059;11.58891081;3.088558751;1.87903281572713;4.96759156672713;0.584398332239374;0.073129325;0.076551983;0.00342265800000001;0.0468028113209032;0.000975541;0.001028768;5.3227e-05;0.0545615202231377;53.6634095;53.9597824;0.296372900000001;0.00552281159101532;107.6231919;62.8948138566381;44.7283780433619;49.0811891093333;6.13514863866667;58.5420027906667;0.584398332239374;0.415601667760626;0.0570058230977506;0.543953415217995;-0.999321519;-0.998953171;0.000368347999999963;-0.000368598086798492
"Tilia cordata";"7";"25";6.270796761;10.10306318;3.832266419;2.33149340532331;6.16375982432331;0.982930887292923;0.052960171;0.065627454;0.012667283;0.239185084957524;0.000713229;0.000868009;0.00015478;0.217013049104846;43.89674549;37.95171356;-5.94503193;-0.135432179849286;81.84845905;80.4513784775749;1.39708057242507;37.8435146706667;4.73043933383333;44.0049443793333;0.982930887292922;0.0170691127070775;0.0577950933803601;0.537639252957119;-0.999359659;-0.999221211;0.000138447999999958;-0.000138536710735847
"Tilia cordata";"8";"25";7.391755397;7.783123935;0.391368538;0.23810274799113;0.62947128599113;0.0851585654804819;0.067890549;0.025345119;-0.04254543;-0.626676770576712;0.000910493;0.000339223;-0.00057127;-0.627429315766294;62.14687756;31.17600864;-30.97086892;-0.498349557306383;93.3228862;7.94724311529026;85.3756430847097;42.5039097413333;5.31298871766667;50.8189764586667;0.0851585654804819;0.914841434519518;0.0569312516361787;0.544549986910571;-0.99918677;-0.998978736;0.000208034000000024;-0.000208203317183657
"Tilia cordata";"8";"30";5.386188256;8.599220589;3.213032333;2.09557181790593;5.30860415090593;0.985595730894173;0.063920305;0.050391834;-0.013528471;-0.211645908135138;0.001208118;0.000962267;-0.000245851;-0.203499161505747;44.88575327;32.79152545;-12.09422782;-0.269444688769061;77.67727872;76.5583942939088;1.11888442609121;37.4216837973333;4.67771047466667;40.2555949226667;0.985595730894173;0.0144042691058271;0.0602198036768025;0.51824157058558;-0.999145864;-0.999074406;7.14580000000797e-05;-7.15190870269966e-05
"Tilia cordata";"8";"35";5.851328396;9.772141368;3.920812972;2.72902305696602;6.64983602896602;1.13646604308039;0.073517151;0.091421895;0.017904744;0.243545128673444;0.00232306;0.002576771;0.000253711;0.109214139970556;72.85370384;38.6114019;-34.24230194;-0.470014565288298;111.46510574;126.676307661875;-15.2112019218745;58.706528104;7.338316013;52.758577636;1.13646604308039;-0.136466043080385;0.0658350966814415;0.473319226548468;-0.998983691;-0.999034087;-5.03960000000081e-05;5.04472700145493e-05
"Tilia cordata";"9";"25";6.520946362;9.878467527;3.357521165;2.04266551396852;5.40018667896852;0.828129289705163;0.064601028;0.082992122;0.018391094;0.284687327266681;0.00084694;0.001068391;0.000221451;0.261471887028597;48.30753981;38.93184495;-9.37569486;-0.194083468064734;87.23938476;72.2454897356142;14.9938950243858;40.7703995413333;5.09629994266667;46.4689852186667;0.828129289705163;0.171870710294837;0.0584174218638388;0.53266062508929;-0.999387666;-0.999293819;9.38469999999247e-05;-9.39045009185902e-05
"Betula pubescens";"1";"25";13.56321493;18.78184082;5.21862589;3.17493371208765;8.39355960208765;0.618847348907097;0.131524748;0.118428409;-0.013096339;-0.0995731921113432;0.001754218;0.001577357;-0.000176861;-0.100820422547255;91.21270169;72.46972394;-18.74297775;-0.205486488205347;163.68242563;101.294435163809;62.3879904661915;72.95304394;9.1191304925;90.72938169;0.618847348907097;0.381152651092903;0.0557123372127535;0.554301302297972;-0.999018782;-0.998946749;7.20330000000269e-05;-7.21037494969007e-05
"Betula pubescens";"1";"30";11.329749;16.1396095;4.8098605;3.137039116705;7.946899616705;0.701418859032535;0.112922033;0.132016254;0.019094221;0.169092076123001;0.001914844;0.002203806;0.000288962;0.150906287927372;96.42197389;56.31258494;-40.10938895;-0.415977679483699;152.73455883;107.130899989376;45.6036588406239;71.61037522;8.9512969025;81.12418361;0.701418859032535;0.298581140967465;0.0586068861629618;0.531144910696306;-0.998996895;-0.998960464;3.64309999999479e-05;-3.64675808125989e-05
"Betula pubescens";"1";"35";13.5781691;17.35766972;3.77950062;2.6306647140417;6.4101653340417;0.472093497056367;0.140350141;0.120955138;-0.019395003;-0.138190121234007;0.003870262;0.0033674;-0.000502862;-0.129929705017386;134.9371024;73.80175358;-61.13534882;-0.453065522622338;208.73885598;98.5442564911435;110.194599488856;102.950786386667;12.8688482983333;105.788069593333;0.472093497056367;0.527906502943633;0.0616504686581512;0.50679625073479;-0.999009633;-0.998811896;0.000197737000000031;-0.000197933026337526
"Betula pubescens";"10";"25";14.60956692;21.14591135;6.53634443;3.97661390604555;10.5129583360455;0.719594112105655;0.146120981;0.120350623;-0.025770358;-0.176363160332191;0.002380599;0.001985697;-0.000394902;-0.165883460423196;111.7944885;84.34033447;-27.45415403;-0.245576990407716;196.13482297;141.137463788097;54.9973591819031;91.7977035266667;11.4747129408333;104.337119443333;0.719594112105655;0.280405887894345;0.0585042103542646;0.531966317165883;-0.99915089;-0.998925467;0.000225423000000058;-0.00022561457158894
"Betula pubescens";"10";"30";13.80975743;19.46538606;5.65562863;3.6886575487723;9.3442861787723;0.676643759033232;0.149662746;0.141103971;-0.00855877500000002;-0.0571870771367513;0.003174403;0.002978932;-0.000195471;-0.0615772477533571;116.5927346;68.85964749;-47.73308711;-0.409400184958009;185.45238209;125.485196939045;59.9671851509552;86.80890158;10.8511126975;98.64348051;0.676643759033232;0.323356240966768;0.0585115843496362;0.53190732520291;-0.9989889;-0.998954892;3.40079999999743e-05;-3.40424202911306e-05
"Betula pubescens";"10";"35";14.78266908;20.62325573;5.84058665;4.06525272893275;9.90583937893275;0.670098161930359;0.160945634;0.140252818;-0.020692816;-0.12857022266289;0.004466981;0.003857891;-0.00060909;-0.13635383718892;138.1710962;95.57944608;-42.59165012;-0.308252965282619;233.75054228;156.635808732053;77.1147335479473;116.413243973333;14.5516554966667;117.337298306667;0.670098161930359;0.329901838069641;0.0622529272220291;0.501976582223768;-0.999029673;-0.9988684;0.000161273000000017;-0.000161429639537861
"Betula pubescens";"2";"25";14.78396321;20.32322171;5.5392585;3.3700017825225;8.9092602825225;0.602630036071532;0.134705172;0.141235195;0.006530023;0.0484764089087834;0.002237659;0.002363098;0.000125439;0.0560581393322218;117.0176806;70.42717465;-46.59050595;-0.398149285741355;187.44485525;112.959899880731;74.4849553692694;85.53933494;10.6924168675;101.90552031;0.602630036071532;0.397369963928468;0.0570429999438462;0.543656000449231;-0.998984713;-0.998945888;3.88250000000756e-05;-3.88644585796335e-05
"Betula pubescens";"2";"30";12.59625042;18.42993866;5.83368824;3.8047898070104;9.6384780470104;0.765186283666342;0.133515953;0.119394847;-0.014121106;-0.105763436373779;0.002876269;0.002594305;-0.000281964;-0.0980311646789643;95.78141732;70.10444973;-25.67696759;-0.268078801801552;165.88586705;126.933590120758;38.9522769292416;77.0005769133333;9.62507211416667;88.8852901366667;0.765186283666342;0.234813716333658;0.0580222552127696;0.535821958297843;-0.999170385;-0.999076448;9.39370000000439e-05;-9.40149962511588e-05
"Betula pubescens";"2";"35";11.13728932;16.25146127;5.11417195;3.55964267321825;8.67381462321825;0.778808413250258;0.108695126;0.109504218;0.000809091999999997;0.0074436824333779;0.003187598;0.003097071;-9.0527e-05;-0.0283997542977502;130.692258;68.88360639;-61.80865161;-0.472932770126292;199.57586439;155.431362268625;44.1445021213754;103.351138073333;12.9188922591667;96.2247263166667;0.778808413250258;0.221191586749742;0.0647317364685005;0.482146108251996;-0.998958066;-0.998889645;6.84210000000407e-05;-6.8492364523378e-05
"Betula pubescens";"3";"25";6.69864798;9.836865452;3.138217472;1.90924443670272;5.04746190870272;0.753504576411958;0.048270861;0.044179365;-0.004091496;-0.0847611978580618;0.000818552;0.000753719;-6.48329999999999e-05;-0.0792044976983746;55.51160242;40.70587623;-14.80572619;-0.266714083985184;96.21747865;72.5003104935949;23.7171681564051;46.2819244866667;5.78524056083333;49.9355541633333;0.753504576411958;0.246495423588042;0.0601267113003208;0.518986309597433;-0.99910143;-0.998991769;0.000109660999999983;-0.000109759626707754
"Betula pubescens";"3";"30";4.409552979;6.089699194;1.680146215;1.09580816288515;2.77595437788515;0.629531925595479;0.05028481;0.069063769;0.018778959;0.373451923155323;0.001122925;0.001537247;0.000414322;0.368966760914576;61.37523936;25.50386791;-35.87137145;-0.584459984580987;86.87910727;54.6931716936993;32.1859355763007;46.1605969026667;5.77007461283333;40.7185103673333;0.629531925595479;0.370468074404521;0.0664149850769217;0.468680119384626;-0.998907021;-0.998963765;-5.67439999999975e-05;5.68060878611018e-05
"Betula pubescens";"3";"35";3.969371734;5.567962451;1.598590717;1.11267508970709;2.71126580670709;0.683046584799179;0.047011748;0.032523185;-0.014488563;-0.308190263420964;0.001368982;0.000948499;-0.000420483;-0.307150130534952;80.94623074;33.18910532;-47.75712542;-0.589985784185508;114.13533606;77.9597515006895;36.1755845593105;65.5052327493333;8.18815409366667;48.6301033106667;0.683046584799179;0.316953415200821;0.0717407454722192;0.426074036222246;-0.998887088;-0.99884518;4.19080000000349e-05;-4.19546918800846e-05
"Betula pubescens";"8";"25";9.648900505;13.47243;3.823529495;2.32617799181557;6.14970748681557;0.637348004949251;0.095606044;0.094713143;-0.000892901000000001;-0.00933937816734684;0.001584805;0.001570499;-1.4306e-05;-0.009026978082477;59.01314546;45.870062;-13.14308346;-0.222714504667584;104.88320746;66.8471030273094;38.0361044326906;44.19173696;5.52396712;60.6914705;0.637348004949251;0.362651995050749;0.0526677935751222;0.578657651399022;-0.999108343;-0.999080431;2.79119999999633e-05;-2.79369101414493e-05
"Betula pubescens";"8";"30";8.614063712;12.16927888;3.555215168;2.31874688472128;5.87396205272128;0.681903715726926;0.090678191;0.085929884;-0.00474830700000001;-0.0523643772293605;0.001988676;0.001863762;-0.000124914;-0.062812645197106;71.56157562;46.37676506;-25.18481056;-0.351932029749235;117.93834068;80.4225927363601;37.5157479436399;55.654723888;6.956840486;62.283616792;0.681903715726926;0.318096284273074;0.0589870982234341;0.528103214212527;-0.999084492;-0.999082852;1.64000000002495e-06;-1.6415028089786e-06
"Betula pubescens";"8";"35";9.73929632;14.0426131;4.30331678;2.9952590949673;7.2985758749673;0.749394579973854;0.103955353;0.098505804;-0.005449549;-0.0524220142853057;0.002912421;0.002818985;-9.34360000000001e-05;-0.0320819002472514;92.24177794;61.33770006;-30.90407788;-0.335033415120229;153.579478;115.091628408414;38.4878495915862;76.4148618133333;9.55185772666666;77.1646161866667;0.749394579973854;0.250605420026146;0.0621948833988527;0.502440932809178;-0.999063966;-0.998976432;8.75340000000557e-05;-8.76160115658257e-05
